,CTY_NM_1,CTY_NM_2,2001,2002,2003,2004,2005,2006,2007,2008
0,대구,중구(대구),0,65.22280688,146.91794309999997,5.459037851000001,0.920419172,0,2,3
1,대구,동구(대구),0,290.0139023,653.2721915,24.27366968,0.129895064,1,1,30
2,대구,서구(대구),0,146.131351,329.16886789999995,12.23094519,0.009236857,1,1,14
3,대구,남구(대구),0,124.7165491,280.9308544,10.43856275,0.0005605790000000001,2,2,3
4,대구,북구(대구),0,371.9211605,837.7727747,31.12916769,0.000101455,7,1,9
5,대구,수성구,0,361.069877,813.3296646000001,30.22093375,1.7800000000000002e-05,4,1,29
6,대구,달서구,0,477.8923523,1076.478686,39.99877596,4.15e-06,5,2,18
7,대구,달성군,0,218.0320009,491.1290182,18.24890714,4.4e-07,1,0,3
