,CTY_NM_2,CTY_NM_3,USE_CUS_CNT,20008,clean,img
0,천안시,동남구,926.6206897,32.4,0.9650342359999999,chunan/chunan_dongnamgu.png
1,천안시,서북구,1227.473684,48.6,0.960406483,chunan/chunan_seobukgu.png
