,CTY_NM_1,CTY_NM_2,CTY_NM_3,MCT_RY_NM,avg_rate,WEB
514,서울,송파구,.,차량판매,-0.06930399799999999,차량판매
515,서울,송파구,.,학업,-0.12043232699999999,독서실
516,서울,송파구,.,학업,-0.12043232699999999,학습지
517,서울,송파구,.,학업,-0.12043232699999999,학원
518,서울,양천구,.,관광,-0.357783177,여행사
519,서울,양천구,.,비대면영업,-0.241559458,.
520,서울,양천구,.,상품권,-0.14651711,상품권
521,서울,양천구,.,소프트웨어,-0.308693824,소프트웨어
522,서울,양천구,.,숙박업,-0.050036551,숙박
523,서울,양천구,.,실외여가,-0.33611639600000004,레저스포츠
524,서울,양천구,.,실외여가,-0.33611639600000004,스키장
525,서울,양천구,.,실외여가,-0.33611639600000004,놀이동산
526,서울,양천구,.,실외여가,-0.33611639600000004,테니스장
527,서울,양천구,.,운송업:,-0.133259722,.
528,서울,양천구,.,원자재,-0.350197861,.
529,서울,양천구,.,유통업,-0.097761308,.
530,서울,양천구,.,의료,-0.103705145,병원
531,서울,양천구,.,의료,-0.103705145,약국
532,서울,양천구,.,의료,-0.103705145,한의원
533,서울,양천구,.,의료,-0.103705145,보건소
534,서울,양천구,.,차량부품,-0.063583247,차량부품
535,서울,양천구,.,차량판매,-0.083822574,차량판매
536,서울,양천구,.,학업,-0.119406593,독서실
537,서울,양천구,.,학업,-0.119406593,학습지
538,서울,양천구,.,학업,-0.119406593,학원
539,서울,영등포구,.,Beauty,-0.129410939,뷰티
540,서울,영등포구,.,관광,-0.500020182,여행사
541,서울,영등포구,.,교통운영업,-0.261734628,주차장
542,서울,영등포구,.,교통운영업,-0.261734628,주유소
543,서울,영등포구,.,교통운영업,-0.261734628,자동차정비
544,서울,영등포구,.,교통운영업,-0.261734628,세차장
545,서울,영등포구,.,"기계,장비",-0.144862682,.
546,서울,영등포구,.,도서 및 음반,-0.491299979,서점
547,서울,영등포구,.,소프트웨어,-0.19699148,소프트웨어
548,서울,영등포구,.,숙박업,-0.23300790600000001,숙박
549,서울,영등포구,.,원자재,-0.432885219,.
550,서울,영등포구,.,제조업,-0.137573011,.
551,서울,영등포구,.,통신,-0.521922222,통신
552,서울,영등포구,.,패션,-0.25550122399999997,패션
553,서울,영등포구,.,학업,-0.161694739,독서실
554,서울,영등포구,.,학업,-0.161694739,학습지
555,서울,영등포구,.,학업,-0.161694739,학원
556,서울,용산구,.,가전,-0.370232677,가전
557,서울,용산구,.,관광,-0.540688177,여행사
558,서울,용산구,.,부동산,-0.21197157,부동산
559,서울,용산구,.,상품권,-0.35051433600000004,상품권
560,서울,용산구,.,소프트웨어,-0.57084394,소프트웨어
561,서울,용산구,.,숙박업,-0.278718513,숙박
562,서울,용산구,.,실외여가,-0.25169584899999997,레저스포츠
563,서울,용산구,.,실외여가,-0.25169584899999997,스키장
564,서울,용산구,.,실외여가,-0.25169584899999997,놀이동산
565,서울,용산구,.,실외여가,-0.25169584899999997,테니스장
566,서울,용산구,.,원자재,-0.184819294,.
567,서울,용산구,.,의료,-0.44926454600000004,병원
568,서울,용산구,.,의료,-0.44926454600000004,약국
569,서울,용산구,.,의료,-0.44926454600000004,한의원
570,서울,용산구,.,의료,-0.44926454600000004,보건소
571,서울,용산구,.,인테리어,-0.156051413,인테리어
572,서울,용산구,.,차량판매,-0.15014589,차량판매
573,서울,용산구,.,학업,-0.22482339899999998,독서실
574,서울,용산구,.,학업,-0.22482339899999998,학습지
575,서울,용산구,.,학업,-0.22482339899999998,학원
576,서울,은평구,.,Beauty,-0.031529716,뷰티
577,서울,은평구,.,가전,-0.11142576300000001,가전
578,서울,은평구,.,"기계,장비",-0.17178477399999997,.
579,서울,은평구,.,소프트웨어,-0.17917025600000003,소프트웨어
580,서울,은평구,.,숙박업,-0.049020496,숙박
581,서울,은평구,.,실외여가,-0.406780583,레저스포츠
582,서울,은평구,.,실외여가,-0.406780583,스키장
583,서울,은평구,.,실외여가,-0.406780583,놀이동산
584,서울,은평구,.,실외여가,-0.406780583,테니스장
585,서울,은평구,.,악기,-1.280307425,악기
586,서울,은평구,.,운송업:,-0.092265297,.
587,서울,은평구,.,원자재,-0.11527939,.
588,서울,은평구,.,전문서비스,-0.057470722,.
589,서울,은평구,.,차량부품,-0.09289931,차량부품
590,서울,은평구,.,학업,-0.13234201199999998,독서실
591,서울,은평구,.,학업,-0.13234201199999998,학습지
592,서울,은평구,.,학업,-0.13234201199999998,학원
593,서울,종로구,.,"'안경,콘텍트렌즈'",-0.08637258699999999,"안경,콘텍트렌즈"
594,서울,종로구,.,Beauty,-0.062434979,뷰티
595,서울,종로구,.,가전,-0.119531821,가전
596,서울,종로구,.,관광,-0.560218433,여행사
597,서울,종로구,.,기타 서비스업,-0.165216221,이벤트
598,서울,종로구,.,대중교통,-0.28571428600000004,지하철역
599,서울,종로구,.,백화점,-0.335100146,백화점
600,서울,종로구,.,비대면영업,-0.10597673199999999,.
601,서울,종로구,.,사치품,-0.196811823,잡화
602,서울,종로구,.,숙박업,-0.20049053100000003,숙박
603,서울,종로구,.,악기,-0.16377096300000002,악기
604,서울,종로구,.,차량부품,-0.101280837,차량부품
605,서울,종로구,.,통신,-0.408153329,통신
606,서울,종로구,.,학업,-0.163955262,독서실
607,서울,종로구,.,학업,-0.163955262,학습지
608,서울,종로구,.,학업,-0.163955262,학원
609,서울,중구(서울),.,Beauty,-0.147789847,뷰티
610,서울,중구(서울),.,가전,-0.175340098,가전
611,서울,중구(서울),.,관광,-0.557811386,여행사
612,서울,중구(서울),.,대중교통,-0.5111306760000001,지하철역
613,서울,중구(서울),.,렌트카,-0.18008045600000003,렌트카
614,서울,중구(서울),.,상품권,-0.45853879,상품권
615,서울,중구(서울),.,"쇼핑센타,몰",-0.5713994729999999,쇼핑센터
616,서울,중구(서울),.,숙박업,-0.34081388799999995,숙박
617,서울,중구(서울),.,실외여가,-0.19004574,레저스포츠
618,서울,중구(서울),.,실외여가,-0.19004574,스키장
619,서울,중구(서울),.,실외여가,-0.19004574,놀이동산
620,서울,중구(서울),.,실외여가,-0.19004574,테니스장
621,서울,중구(서울),.,아쿠아리움,-0.362678774,아쿠아리움
622,서울,중구(서울),.,예식업,-0.274283674,예식업
623,서울,중구(서울),.,원자재,-0.243668236,.
624,서울,중구(서울),.,전문서비스,-0.5293887270000001,.
625,서울,중랑구,.,"'안경,콘텍트렌즈'",-0.094032907,"안경,콘텍트렌즈"
626,서울,중랑구,.,가전,-0.052293278,가전
627,서울,중랑구,.,관광,-0.319128454,여행사
628,서울,중랑구,.,대중교통,-0.41213315899999997,지하철역
629,서울,중랑구,.,비대면영업,-0.053408988,.
630,서울,중랑구,.,사치품,-0.175073265,잡화
631,서울,중랑구,.,상품권,-0.181670513,상품권
632,서울,중랑구,.,운송업:,-0.09118399099999999,.
633,서울,중랑구,.,원자재,-0.04234551,.
634,서울,중랑구,.,유통업,-0.095021319,.
635,서울,중랑구,.,차량부품,-0.069524325,차량부품
636,충남,천안시,동남구,가전,-0.145404817,가전
637,충남,천안시,동남구,관광,-0.389566305,여행사
638,충남,천안시,동남구,대중교통,-0.515324845,지하철역
639,충남,천안시,동남구,도서 및 음반,-0.09721898300000001,서점
640,충남,천안시,동남구,렌트카,-0.286901405,렌트카
641,충남,천안시,동남구,복지매장,-0.09682893199999999,복지매장
642,충남,천안시,동남구,사치품,-0.10876104699999999,잡화
643,충남,천안시,동남구,상품권,-0.214211154,상품권
644,충남,천안시,동남구,소프트웨어,-0.43048051,소프트웨어
645,충남,천안시,동남구,숙박업,-0.30626051,숙박
646,충남,천안시,동남구,유통업,-0.11820841,.
647,충남,천안시,동남구,차량부품,-0.109231933,차량부품
648,충남,천안시,동남구,차량판매,-0.100967211,차량판매
649,충남,천안시,동남구,학업,-0.155622827,독서실
650,충남,천안시,동남구,학업,-0.155622827,학습지
651,충남,천안시,동남구,학업,-0.155622827,학원
652,충남,천안시,서북구,"'안경,콘텍트렌즈'",-0.007380145,"안경,콘텍트렌즈"
653,충남,천안시,서북구,가전,-0.124738233,가전
654,충남,천안시,서북구,관광,-0.383419495,여행사
655,충남,천안시,서북구,대중교통,-0.030458955,지하철역
656,충남,천안시,서북구,도서 및 음반,-0.11460769300000001,서점
657,충남,천안시,서북구,백화점,-0.02121169,백화점
658,충남,천안시,서북구,비대면영업,-0.029903105,.
659,충남,천안시,서북구,사치품,-0.067275541,잡화
660,충남,천안시,서북구,상품권,-0.17067727800000002,상품권
661,충남,천안시,서북구,실외여가,-0.206844592,레저스포츠
662,충남,천안시,서북구,실외여가,-0.206844592,스키장
663,충남,천안시,서북구,실외여가,-0.206844592,놀이동산
664,충남,천안시,서북구,실외여가,-0.206844592,테니스장
665,충남,천안시,서북구,인테리어,0.0036253279999999997,인테리어
666,충남,천안시,서북구,전문서비스,-0.023352977,.
667,충남,천안시,서북구,차량부품,0.00670895,차량부품
668,충남,천안시,서북구,학업,-0.12379411400000001,독서실
669,충남,천안시,서북구,학업,-0.12379411400000001,학습지
670,충남,천안시,서북구,학업,-0.12379411400000001,학원
